job_role,title,description,tags,new_title

product manager,Product Manager - Internet/Online  (4-12 yrs),"<p><p>Location - Mumbai<br><br>Experience - 4-12 years<br><br>Role &amp; Responsibility:<br><br>-  Lead end to end product management for a product including design, strategy, requirements, development, implementation and continuous enhancements <br><br>-  Ownership of translating product strategy and vision into detailed requirements and prototypes to build India's largest consumer app/web product and Intelligence Marketing platform including ecommerce, targeted advertising and payments<br><br>-  Define detailed product road map including prioritization of consumer and merchant features <br><br>-  Generate new product journeys, ideas that drive growth for the business<br><br>-  Responsible for clearly defining product requirements for tech and design (UI/UX) <br><br>-  Work with engineering teams to deliver product, platform, releases, updates and upgrades<br><br>-  Market and competitor analysis, benchmarking and reviews. Undertake customer research, and understand the customer behaviour and preferences <br><br>Candidate Qualification and skill sets:<br><br>-  BE/ BTech and MBA<br><br>-  Should have at least 4 years of experience in consumer tech product management (web apps, mobile apps, AI), with at least 2-3 years in a full product ownership role for the India market<br><br>-  Experience in leading, scaling and evolving the product for a global / leading e-commerce or m-commerce company with 20+ million users<br><br>-  Should be able to clearly define product requirements for design and technology team <br><br>-  Ability to develop product strategies <br><br>-  Oversee development and operations teams to execute effectively <br><br>-  Skilled at working effectively with cross functional teams in a matrix organization. <br><br>Target Industries:<br><br>Ecomm/Consumer Internet /Mobile app companies, Digital companies, Software Product Companies (web/mobile only)<br><br>Only interested candidates matching the requirement may apply. </p></p>","['IT Product Management', 'Online Product Management', 'Consumer Internet']",product manager internet online yrs

product manager,Product Manager - FinTech Firm - IIT/IIM (8-12 yrs),"<p><p></p><p>We are 10 year old product company in FinTech space in a process of acquiring new scale. <br><br>Position  : Product Manager -  FinTech<br><br>Location  : Bangalore and Mumbai<br><br>Experience : 8 Yrs overall with 3 Yrs of relevant<br><br>Education : Preferably an MBA in Marketing from a reputed organization<br><br>What you expect:<br><br>-  Interact and collaborate with all stake holders -  customers, engineering, sales and other internal teams to develop a roadmap for innovative solutions for the company that will help the company maintain its leadership position<br><br>-  Constantly interact with existing customers, perform market research and carry on other activities as required to identify requirements for new products/solutions<br><br>-  Prioritize development/rollout of products based on market/customers feedback <br><br>-  Establish requirements and specifications for existing (enhancements) and new products<br><br>-  Participate (and drive, if required) in all internal meetings to influence/drive the prioritization/planning of products <br><br>-  Develop metrics to measure the success of products and enhancements <br><br>-  Constantly monitor the market for competing products/solutions and ensure that the company's offerings continue to be the most innovative in the market<br><br>-  All of these activities (Market Research, monitoring of competing solutions, interaction with customers etc.) should be carried out in multiple geographies that are of interest to the Company<br><br>Product Manager Job Requirements and Qualifications -&nbsp;<br><br>-  Preferably an MBA in Marketing from a reputed organization<br><br>-  Overall 8+ years of relevant experience with about 3 years of experience in a product management/related role. <br><br>-  Strong interpersonal skills with ability to communicate complex/competing ideas to all stake holders<br><br>-  Strong written and oral communication skills<br><br>-  Self-motivated and self driven -  ability to work independently without too much hand-holding<br><br>-  Experience in BFSI industry is a plus<br></p><p></p></p>","['IT Product Management', 'IT Product Development', 'IT Jobs in BFSI', 'IT Product Marketing']",product manager fintech firm iit iim yrs

product manager,Reliance Games - Senior Product Manager (3-10 yrs),"<p><p></p><p>Company : Reliance Games<br><br>Position : Sr. Product Manager<br><br>Location : Pune<br><br>Website : www.reliancegames.com<br><br>About Reliance Games<br><br>Overview of Reliance Games:<br><br>Reliance Games is a leading global mobile developer and publisher with more than 200 employees around the world. With more than 100 Million downloads and several successes in top downloads around the world. Few of our well known games are Real Steel WRB( World Robot boxing), Pacific Rim, Hunger Games, Shadow Strike, Hotel Transylvania, Zombie Deathmatch etc. We are part of the Reliance Entertainment also encompasses Dreamworks SKG and Codemasters. <br><br>Last few years have been great where we have not only doubled our revenues but we are expanding the portfolio of games from 3 to 12 this year. <br><br>We are looking for creative talent who can work in a cross cultural global environment, complement our teams in USA, China and India, associate with our biggest partners in co-developing and publishing games, and deliver a vision for excellence, that will entertain millions worldwide with our games. A high performance culture, attractive perks and a path breaking pace that challenges you daily is our mantra for work that excites and fulfills!<br><br>Consumers can find high-quality entertainment created exclusively for their mobile devices wherever they see the - RG- character logo or at www.reliancegames.com.<br><br>Senior Product Manager<br><br>Our product managers bring innovative, world-changing games and apps to market, with eyes focused squarely on the future, and work closely with creative and prolific engineers to help design and develop new products. They are responsible for guiding apps from conception to launch, focusing specifically on analyzing consumer behavior, and generate profitable revenue streams for a global mobile audience across 180 countries. <br><br>As part of the Product Management team, you bridge technical and business worlds and then zoom out to lead matrix teams such as Development, Marketing and Data Scientists, to name a few. As a Product Manager, you can be a part of shaping the next billion dollar game.<br><br>Job Description:<br><br>- Product Manager will take care of the whole product lifecycle starting from product conceptualization, creation of product roadmap &amp; strategy, incorporate best practices in products, managing product launches &amp; continuous improvements<br><br>- Concept and design innovative product features aimed at improving customer acquisition, retention and monetization.<br><br>- Dissect and understand core game loops, monetization features, and game mechanics as well as the metrics to which they are tied (acquisition, retention and monetization)<br><br>- Work closely with engineers to understand and efficiently leverage game databases.<br><br>- Work with designers to create specifications for features and optimize existing promotions/features.<br><br>- Coordinate with production and marketing to implement and launch new game monetization features<br><br>- Analyze data and make recommendations on new features to help acquire, retain, and monetize our users.<br><br>- Work with Business Intelligence on big data projects aimed at setting up a structure for new games.<br><br>- Analyze metrics and user feedback in real time to derive insights on user trends and behavior.<br><br>- Measure the success of your product features after release and optimize their performance through rapid, data driven iteration.<br><br>- Align the overall product roadmap for a game with the current business needs<br><br>Requirement<br><br>- Bachelor Degree and MBA from Top University.<br><br>- Strong Passion for games and gaming self direction, drive and leadership.<br><br>- Strong analytical capabilities in Excel, with attention to detail.<br><br>- Experience in Product Management Role in online games, social media or consumer internet company, desirable.<br><br>- Strong verbal and written Communication Skills<br><br>How to apply:<br><br>Please send resume/CV in ms word with the following details : <br><br>1. Full Name (First, Last ) : <br>2. Current Location:<br>3. Availability (Notice): <br>4. Open for relocating to Pune (Y/N) : <br>5. Best Phone Number<br>6. Current Salary:<br>7. Salary expectations<br><br>Looking forward for your response.<br><br>Harmeet Singh<br>Manager - HR<br>Reliance Games | www.reliancegames.com</p><p></p></p>","['Online Product Management', 'IT Product Management', 'Consumer Internet']",reliance games senior product manager yrs

product manager,CareStack - Senior Product Manager/Business Analyst (4-10 yrs),"<p><p><p><p>About Us<br/><br/>Good Methods Global Inc. is a global healthcare technology company. Our mission is to improve the way healthcare is being delivered to patients around the world. Our flagship product CareStack- is a powerful practice management solution in the cloud for large healthcare practices.<br/><br/>CareStack - currently empowers large dental groups as an all-in-one solution to increase productivity, minimize costs and improve patient dental care.<br/><br/>We are constantly seeking to engage with passionate people with a high degree of personal accountability and an intense passion for building healthcare solutions that make a global impact. Good Method Global is backed by Accel Partners, one of the largest VC funds in Silicon Valley and India, having backed other successful technology startups like Facebook, Dropbox, Flipkart, and Freshdesk.<br/><br/>Why join Us?<br/><br/>- You will be proud of being part of a team that is revolutionizing dentistry in US<br/><br/>- We pay people well and have great perks and benefits to enhance the quality of life for our employees<br/><br/>- We enable our employees with challenging opportunities to scale towards positions responsible for organizational planning and decision making.<br/><br/>Responsibilities<br/><br/>- Be responsible for identifying problems or inefficiencies in systems/processes for CareStack customers and conceptualizing solutions for the same<br/><br/>- Interacting with a variety of business stakeholders, users, and engineering team as a cross-functional liaison.<br/><br/>- Initiate, facilitate and participate in fact-finding, green-field discussions and implementation planning meetings.<br/><br/>- Analyze business problems and processes, and work with business subject matter experts to define and document business requirements.<br/><br/>- The business analyst should be able to extract and document explicit, implicit, and nonfunctional requirements.<br/><br/>- Documenting detailed requirements into a company chosen tool and aligning the documented requirements to customer business needs.<br/><br/>- Own requirements and be the single point of contact on requirements from a system standpoint.<br/><br/>- Collaborate and respond to requirements/questions raised by developers, testers, and architects.<br/><br/>- Work with testing team to ensure that test cases conform to user acceptance criteria.<br/><br/>- Should have excellent time management skills and can work on multiple initiatives/requests, understand priorities and deliver.<br/><br/>Skills and Qualifications<br/><br/>- 4-10 years of experience in technology with experience being in requirements management, product management or project management functions<br/><br/>- Bachelor's degree in Computer Science, Information Systems, Engineering or a related field. MBA is preferred.<br/><br/>- Good understanding of SaaS platforms, preferably vertical SaaS and B2B applications.<br/><br/>- Strong experience in Agile methodology is a plus.<br/><br/>- Strong analytical skills and common sense.<br/><br/>- Excellent communication and articulation skills. The ability to articulate clearly to stakeholders/technology workforce is the key to success for this position. Ability to create and maintain good rapport with other team members.</p></p></p></p>","['IT Product Management', 'IT Business Analyst', 'IT Project Management', 'SaaS']",carestack senior product manager business analyst yrs

product manager,IDEMIA - Product Manager - Biometric Terminals Business (12-16 yrs),"<p><p>About the Company | Leader in Identity & Digital Security Solutions.  <br/><br/>IDEMIA is the global leader in trusted identities for an increasingly digital world, with the ambition to empower citizens and consumers alike to interact, pay, connect, travel and vote in ways that are now possible in a connected environment. <br/><br/>Securing our identity has become mission critical in the world we live in today. By standing for Augmented Identity, we reinvent the way we think, produce, use and protect this asset, whether for individuals or for objects, by ensuring privacy and trust and guarantees secure, authenticated and verifiable transactions -  whether for Financial services, Telecom, Identity, Security and IoT. <br/><br/>With close to 3 billion euro in revenues, the company counts 14,000 employees of more than 80 nationalities and serves clients in 180 countries. Come and see what the world looks like with Augmented Identity. <br/><br/>For more details, please visit: www.idemia.com<br/><br/>Main Responsibility:<br/><br/>-  Define the roadmap of the products which are specific to India<br/><br/>-  Write business requirement document of the product proposed in the roadmap and make the associated business models<br/><br/>-  Follow the product development with support of the project manager, ensure we meet the budget and timeline objectives. Propose mitigation plan in case of difficulties.<br/><br/>-  Manage the product lifecycle from the launch to the end<br/><br/>-  Connect with our customers and their product team to understand their need and develop a network with product manager counterparts<br/><br/>-  Contribute to the Solution revenue and project review organized in France<br/><br/>-  Assist marketing teams: Products leaflets, White papers etc.<br/><br/>-  Assist pre-sales and sales team: Product training, Review of offer, Presentations etc.<br/><br/>-  Assist support team<br/><br/>-  Present at least once a year at the occasion of tradeshows a topic addressing the biometric terminal market.<br/><br/>Interfaces:<br/><br/>-  External: Customers, Prospects, Product Stakeholders<br/><br/>-  Internal: Sales, Pre-Sales, Operational Marketing, Strategic Marketing, Customer Support, Product Team in France, Local Indian development team<br/><br/>Required Qualifications:<br/><br/>-  B.Tech/B.E or MBA Equivalent degree from an accredited educational institution<br/><br/>-  10+ years of experience in technology products lifecycle management, biometric products experience is a major plus<br/><br/>-  Demonstrated experience in dealing with Government institutions and providing thought leadership in terms of technical standards, specifications and introduction of new technologies and products in Indian market<br/><br/>-  Experience of working with international teams in product management and R&D as well as cross-functional teams of sales, presales and support<br/><br/>-  Excellent English oral and written communication and organizational skills<br/><br/>-  Driven, dedicated and independent individual managing with a small team to succeed in the mission</p></p>","['IT Product Management', 'IT Product Development']",idemia product manager biometric terminals business yrs

product manager,AVP - Product Manager - Forex (4-12 yrs),"<p><p><p>Require Product Manager - Retail Forex with position based at Mumbai. <br/><br/>The ideal candidate is an analytical team player who will be part of a team of high performing individuals who own the entire product lifecycle from strategy to evaluation. <br/><br/>Candidate will also work cross-functionally to complete product roadmaps and discover new opportunities. <br/><br/>Responsibilities: <br/><br/>- Support development and delivery of products that provide customer delight leading to tangible member benefits <br/><br/>- Analyze competitive landscape and develop products which are compelling and provides value proposition to the customer <br/><br/>- Critical in product portfolio review and continuous development <br/><br/>- Work alongside various teams to enact product systems and process change / enhancement <br/><br/>- Should be adept in monitoring markets, competition landscape on an ongoing basis <br/><br/>- Ensure compliance with relevant regulation and legislation on the product planning and implementation activities <br/><br/>Qualifications <br/><br/>- Bachelor's/Master's degree or equivalent 3+ years of experience <br/><br/>- Strong written and verbal skills <br/><br/>- Good at analytical and problem solving skills <br/><br/>- Should be able to work independently and collaborative in nature <br/><br/>- Banking industry knowledge and/or Product Management experience would be highly preferred<br/></p></p></p>","['Marketing', 'Product Development', 'Product Management', 'BFSI Marketing']",avp product manager forex yrs

product manager,Senior Leadership Role - Product Manager - Internet/Online (11-18 yrs),"<p><p><p>We are looking for a result-oriented professional for the Senior leadership Position_ Product Managers with extensive exposure Delivery Management, Order Management, Supply chain and Logistic Management.<br/><br/>Position : Senior Leadership in Product Management<br/><br/>Exposure : Product Management on Backend for a B2C product <br/><br/>Roles : <br/><br/>- Build the product strategy and product road map for the Functional charter in line with goals and strategies. <br/><br/>- Initiate and prioritize projects, and take the lead when determining the best implementation methods. <br/><br/>- Evaluate complex systems, design solutions, and work with technology teams to implement solutions. <br/><br/>- Own all Product Management aspects from conception on wards and drive it through development, testing, acceptance and adoption to launch. <br/><br/>Responsibilities : <br/><br/>- Need to have rare combination of a strong business and a technical background. <br/><br/>- In addition to affinity with Supply Chain, eCommerce and/or Product Management we ideally like to see in-depth understanding in relevant areas such as network optimization, machine learning and/or data mining. <br/><br/>- Work closely with internal and external stakeholders to identify and solve pain-points that can be addressed through technology. <br/><br/>- A vision for the future of supply chain and be abreast of the current the state of technology product experience with large-scale enterprise systems or systems with a complex business logic ability to deliver data-driven solutions and confidence dealing with large quantities of information and data ability to think Out-of-the-Box and turn ambiguous problems into solutions accustomed to drive results in a collaborative, cross-functional environment.</p></p></p>","['Online Product Management', 'IT Product Management', 'IT Product Development', 'Chief Product Officer']",senior leadership role product manager internet online yrs

product manager,MYK Laticrete - Product Manager (10-20 yrs),"<p>Location - Corporate Office
<br/>
<br/>Objective of the Role -  
<br/>
<br/>- Direct and develop the company's product marketing and product planning activities; nurture the product through all stages of product life cycle; work with the Senior Management to identify, develop and implement effective and productive product marketing strategies and plans, specifically product positioning  and pricing. Play a proactive role in product advertising and promotion to ensure that the product is differentiated from competitors and a sound brand awareness is developed. 
<br/>
<br/>Broad Responsibilities in the Role : 
<br/>
<br/>-  Lead and co-ordinate the Market. Research activities for the Product / Product Family to identify existing/new opportunities (and/or threats) and methods to capitalize on potential profitability (mitigate risks).
<br/>
<br/>-  Establish and oversee effective competitive analysis programs to favorably position the company's products
<br/>
<br/>-  Review the market research data and prepare required reports and inputs for the Management on strategies
<br/>
<br/>-  Define Tactical components of the product marketing plans, in conjunction with the Management Team and the Regional Managers.
<br/>
<br/>-  Coordinates product Lines through entire product Life Cycle and maintains the health of the Product.
<br/>
<br/>-  As a communication catalyst, disseminate information, provide periodic up-dates and deliver various organizational communications to the entire team. 
<br/>
<br/>Technical Skills  : 
<br/>
<br/>Technical Knowledge Required for this Role: 
<br/>
<br/>-  Awareness of the Construction & Building Materials industry and major brands and  manufacturers.
<br/>
<br/>-  Sound understanding of product life-cycles, branding initiatives, product phases and obsolescence -  especially in the CBM Area. 
<br/>
<br/>-  Fair knowledge of negotiations and pricing practices.
<br/>
<br/>-  Extremely good analytical skills and the ability to extrapolate, predict movements and ability to sell is critical.
<br/>
<br/>Key Skills: Product management, sales, key account management, relationship management, strategic sales
<br/>
<br/>Educational Qualification Required :  
<br/>
<br/>- A formal Engineering degree from a reputed college and a post-graduate program in Management (either a one year Executive MBA or a regular two-year program) is critical. 
<br/>
<br/>-  The incumbent should ideally have either handled a product management / marketing or sales role in the Construction and Building Materials industry. 
<br/>
<br/>Interpersonal Skills :  
<br/>
<br/>The role incumbent has to have the ability to be a strong team player and collaborate with people across levels. Skill to influence outcomes without Line authority is a prerequisite for this role.
<br/>
<br/>Higher preference would be given to candidates from building material industry having sales and marketing experience.</p>","['Product Marketing', 'Product Management', 'Marketing', 'Building Material Marketing']",myk laticrete product manager yrs

product manager,Simplilearn - Senior Product Manager (6-14 yrs),"<p><p>Simplilearn.com is the world's largest professional certifications company and an Onalytica Top 20 influential brand. With a library of 400+ courses, we've helped 500,000+ professionals advance their careers, delivering $5 billion in pay raises. <br><br>Simplilearn has over 500 employees worldwide and our customers include Fortune 1000 companies, top universities, leading agencies and hundreds of thousands of working professionals. We are growing over 200% year on year and having fun doing it.<br><br>Job Title: Senior Product Manager <br><br>Location: Bangalore<br><br>Responsibilities: <br><br>-  Working closely with the Management, Engineering, Business Development and Operations team to outline product requirements for the product.<br><br> -  Combine tactical roadmaps and requirements into a compelling product and conceptualize that vision within the organization. <br><br>-  Continually seek to improve the product experiences by researching and staying abreast of new and innovative solutions and capabilities; key competitor actions; industry trends and emerging customer and market needs while maximizing business value. <br><br>-  Take the lead on understanding product line specific key business objectives and strive to be on top of latest developments in Indian and global internet technology space. <br><br> Desired Candidate Profile:<br><br>-  Bachelor's degree in engineering from a reputed institute; MBA/Master's degree, a plus. <br><br>-  3+ years of work experience in top notch product companies with at least 1 year in a product management role ideally in internet, mobile or analytics domain. <br><br>-  Ability to understand data and base his/her decisions on sound analysis. <br><br>-  Ability to put the customer first. <br><br>-  Displayed high degree of ownership and executions skills in past assignments. <br><br>-  Translate problems into user centric solutions and communicate that through right documentation and clear communication.<br></p></p>","['IT Product Management', 'Online Product Management', 'eLearning']",simplilearn senior product manager yrs

product manager,Rupeek - Product Manager - IIM/MDI/ISB/FMS (2-4 yrs),"<p>About Rupeek
<br/>
<br/>Rupeek is one of India's leading venture funded fintech startups aiming to bring financial inclusion to the masses. Rupeek's innovative products are transparent, people friendly and provide value to lenders and borrowers. We are all about using the scale of the web and advances in computing, big data and mobile to bring transformative financial innovation to the market. To us, financial products are not just about numbers. We emphasize on shipping with a human touch.
<br/>
<br/>Designation: Product Manager
<br/>
<br/>Job Description: 
<br/>
<br/>-  Product Strategy: Define process and product feature roadmap and consistent with short/long-term strategy
<br/>
<br/>-  Customer Feedback: Assess voice of customer to define product/process strategy for a smooth and hassle-free user experience
<br/>
<br/>-  Roadmap Planning: Manage a cross-functional process to translate the desired customer experience into a logically sequenced and optimized product/process roadmap and major product releases
<br/>
<br/>-  Create buy-in for the product roadmap with internal and external stakeholders
<br/>
<br/>-  Work closely with the tech and business teams to develop go-live milestones
<br/>
<br/>-  Define and monitor key performance metrics to ensure product performance, and continually optimize operational efficiencies including cost reduction efforts
<br/>
<br/>Experience: 
<br/>
<br/>-  2+ Years of Product Management experience
<br/>
<br/>-  Proven experience in defining and measuring the success of product/process initiatives
<br/>
<br/>-  Proven ability to think quantitatively/qualitatively about operating processes/outcomes
<br/>
<br/>-  User-focus - past demonstration that you put customer experience first and you are unwilling to make your problems your users-  problems
<br/>
<br/>-  Financial services experience is a plus
<br/>
<br/>Qualifications/Desired Attributes:
<br/>
<br/>-  Education: MBA/B.Tech. from a premier B-school or bachelor's degree at a well-regarded institution
<br/>
<br/>-  High analytical & problem solving ability
<br/>
<br/>-  Hustler with a go-getter attitude
<br/>
<br/>-  Hands-on approach for executing experiments and setting processes
<br/>
<br/>-  Ability to work in dynamic environment with changing goal posts and responsibilities
<br/>
<br/>Location: Bangalore 
<br/>
<br/>Compensation: Best in the industry</p>","['IT Product Management', 'Online Product Management', 'Consumer Internet', 'Startup']",rupeek product manager iim mdi isb fms yrs

product manager,Senior Manager/AVP - Analytics Product Manager - Post Sales - KPO/BPO - IIM/ISB/XLRI (10-12 yrs),"<p>Sr Manager/Associate Vice President- Analytics Product Manager (Post Sales)-KPO
<br/>
<br/>About HuQuo
<br/>
<br/>HuQuo is an HR Analytics and Consulting organization to provide path-breaking HR services by deeply understanding the human quotient of organizations we work with, and to evolve the industry and make it future ready through HR Analytics.
<br/>
<br/>Client/Location
<br/>
<br/>Our client is one of the NASDAQ listed BPO/KPO company and this position will be based out of Gurgaon. 
<br/>
<br/>Position Overview
<br/>
<br/>This position is accountable for managing the entire post sales  life cycle for analytics business unit of one of the NASDAQ listed organisation with the support of direct sales & marketing team based out of US & UK. Responsible for developing customer solution in the sales cycle, based on understanding customer needs and aligning those needs with the spectrum of client product offerings. Shall support the global sales team with the required product information, communicate sales strategies effectively and support sales team in the entire liaison required.
<br/>
<br/>Key Tasks
<br/>
<br/>- Lead a cross-functional team from analytics, technology development, user interface design, and customer support through the development process and into on-going operations. 
<br/>
<br/>- Develop detailed product requirements and launch plans. 
<br/>
<br/>- Define success metrics and reporting needs to monitor post-launch performance. 
<br/>
<br/>- Assist with development of awareness plans and materials. 
<br/>
<br/>- Define and communicate e-store product road map to continually improve the user experience based on ongoing customer research, feedback, and performance.
<br/>
<br/>-  50% time meeting clients in US/UK and the other half interfacing with development and process teams in India and direct Sales and Marketing analysts. 
<br/>
<br/>- Understand the client needs and have the product roadmap reflect them.  
<br/>
<br/>- Manage development and internal Infrastructure, Legal, and Security teams to ensure speedy implementations of products, including refreshes.
<br/>
<br/>Requirements
<br/>
<br/>-  Post Graduate -  MBA from Tier-1 college
<br/>
<br/>-  Extensive knowledge of managing presales function for the Analytics industry -  10-12 years
<br/>
<br/>-  Open for 50% onsite Travel
<br/>
<br/>-  Quick learner with ability to adapt to changing environment
<br/>
<br/>-  Excellent verbal and written communication skills 
<br/>
<br/>-  Hands on style with strong problem-solving abilities and a keen attention to detail.
<br/>
<br/>-  Strong customer service orientation.
<br/>
<br/>Location: Gurgaon
<br/>
<br/>Reporting:  SVP based out of US</p>","['Analytics', 'Presales', 'IT Product Management']",senior manager avp analytics product manager post sales kpo bpo iim isb xlri yrs

product manager,Product Manager - Tech Driven Digital Media Firm  (1-4 yrs),"<p><p></p><p>We have an excellent opportunity with a technology-driven digital media company. The media industry has evolved from having only one broadcast channel to cable tv which has allocated bandwidths to different genre of media, and now most of us are consuming media online. We either stream or watch it on YouTube and other platforms.<br></p><p><br>It is this interactive and fast-paced nature of digital media that makes technology a vital pillar. Our Board of Advisors have the biggest names in the Technology world .<br><br>This shift in the media consumption space is disruptive in nature for multiple reasons:<br><br>- Allows the audience to choose what they want to watch at their preferable time, slots and pace their viewership<br><br>- Ability to provide feedback with comments, likes, shares, interests - hence they can filter their scope and the recommendation engine provides suggestions accordingly.<br><br>- The flexibility of having videos of any duration being uploaded, with minimum cost<br><br>- The ability to monetize/advertise on those depending on the traffic that it brings to the advertiser<br><br>Designation :- Product Manager <br><br>Location :- Mumbai and Pune<br><br>Responsibilities :- <br><br>- Experience managing the entire product life cycle of cloud based web- products from strategic planning to tactical execution<br><br>- Identifying market requirements for current and future products cycles via  detailed quantitative and qualitative research.<br><br>- Developing a well researched go-to-market plan, working with all  stakeholders.<br><br>- Analyze market requirements, create a product/market positioning and write  detailed product specs (PRD)<br><br>- Launched multiple enterprise products or consumer products that had market  success.<br><br>- Prioritize features, make cost-benefit trade-offs, manage product roadmap  and launch functions Working with top quality engineering teams globally to  translate these requirements into reality and constantly including customer feedback in the development process.<br><br>- Building a detailed delivery plan and product roadmap and launch the product  functions as planned.<br><br>- Analyzing potential partner relationships for scaling the product success and  working with executives to create these alliances<br><br>Candidate Requirements :-<br><br>- Software product management experience preferably cloud and/or mobile  products.<br><br>- Ability to manage agile product development and sprint cycles working with a  global team of engineers and designers.<br><br>- Excellent problem-solving, organizational and analytical skills, with the ability  to evolve product strategy based on research, data and industry trends.<br><br>- Work with Ux/UI teams to build a web product with the best possible customer  experience.<br><br>- Work with engineering &amp; implement for scale, reliability and post-launch bug  and feature cycle management.</p><p></p></p>","['IT Product Management', 'IT Product Development', 'Online Product Management']",product manager tech driven digital media firm yrs

product manager,Razorpay - Senior Product Manager (8-12 yrs),"<p>Role and Responsibilities :
<br/>
<br/>- Manage product roadmap to deliver value to business and customers across multiple channels and platforms
<br/>
<br/>- Work with engineering team and collaborate with key stakeholders to ensure product objectives are met
<br/>
<br/>- Measure and report progress of ongoing efforts with pre-defined metrics, and facilitate data based decision making
<br/>
<br/>- Translate problems into user centric solutions through right documentation and clear communication
<br/>
<br/>- Constantly monitor competitive landscape and course correct to ensure Razorpay's leadership in payment space
<br/>
<br/>- Be on top of latest developments global internet/mobile technology space and adapt existing solutions
<br/>
<br/>Desired Skills and Experience : 
<br/>
<br/>- Overall 8+ years of experience for Product Manager with at least 5 years in a product management role in a top notch internet, mobile, analytics, payments companies for PM.
<br/>
<br/>- High energy level to perform in a fast pace environment with high ambiguity
<br/>
<br/>- Strong communication skills and ability to influence without authority
<br/>
<br/>- Displayed high degree of ownership and executions skills in past assignments
<br/>
<br/>Preferred Skills :
<br/>
<br/>- Experience of working in an Agile environment
<br/>
<br/>- Prior experience as software engineer
<br/>
<br/>- Experience with Magento e-commerce websites
<br/>
<br/>- Experience with AWS
<br/>
<br/>- Experience with integrations of payment, delivery and accounting systems</p>",['IT Product Management'],razorpay senior product manager yrs

product manager,DocsApp - Lead Product Manager (2-8 yrs),"<p><p><p></p><p>At DocsApp we are building the future of primary healthcare in India. We have an exciting product that provides basic and specialist healthcare accessible to millions of people. (www.docsapp.in ) <br/><br/>DocsApp has been used by over a million users and 2000+ Doctors in India. <br/><br/>Funded by a top VCs and reputed Silicon valley angels and IIT Madras Incubation cell.<br/><br/>We are looking for a rockstar Product Manager who can lead the development of the product by working closely with the founders and the wider Medical Eco-system.<br/><br/>Job Role:<br/><br/>- Part of the core team in defining product strategy, roadmap and execution <br/><br/>- Work with patients and doctors to understand pain points and develop suitable product to provide amazing customer experience - Eg - You will help set the product strategy, do customer feedback calls, look at user metrics, get bugs fixed with support of tech team - all on a same day <br/><br/>- Initiate and prioritise product features within Engineering and Growth Team <br/><br/>- Focus on Customer Delight, Retention, Re-engament and repeat usage of DocsApp <br/><br/>- Detailed User profiling and Segmentation <br/><br/>- Do extensive AB testing and analytics and engage in data-driven product management<br/><br/>Requirements: <br/><br/>- 2+ yrs experience in Product management <br/><br/>- Strong understanding of user metrics and conversion funnels <br/><br/>- Good understanding of B2C products in the mobile internet space <br/><br/>- Good with product analytics - Excel, Mysql etc.<br/><br/>- Excellent communication skills and understanding of user psychology and online behaviour <br/><br/>- Aggressive execution and enthusiasm about building products and solving challenges<br/><br/>Join DocsApp & you will be amazed to see how everything that you do will truly change the healthcare system for better</p><p></p></p></p>",['IT Product Management'],docsapp lead product manager yrs

vice president,Vice President/Chief Sales officer - Tech Product - Retail Division - eCommerce  (3-7 yrs),"<p><p></p><p>This role would encompass all core business functions for a differentiated tech product focused on offline retail. Founding team comes with deep experience in building and executing highly scalable mobile products as well as significant exposure to trade marketing and channel marketing. <br><br>Ideal Candidates would have:<br><br>- 3-5 years of experience. Preferably across offline and online businesses. Exposure in the role of ASM(Area Sales Manager)-post MBA in leading FMCG companies with deep appreciation to the inner workings of trade channel are prioritised. Three years in role would be ideal. <br><br>- Further, the candidates are also welcomed who would have substantial- 2+ years- in E-commerce businesses (Ecom/Aggregators/Wallets) wherein managing p&amp;l of a division would have been their responsibility. Experience or current role in consulting also welcomed including but not limited to significant exposure to clients active in the retail landscape. CFA would be ++. <br><br>Job Responsibilities:<br><br>- Manage end to end operations and P&amp;L of the business, including overseeing acquisition and merchant servicing/satisfaction divisions. Liasion with BD team consisting of acquisition and retailer management divisions as well as other stake holders in the company to ensure successful roll out and realisation of Tech product. <br><br>- Working in concert with the different teams spanning product, financial, operations to ensure that the offerings of the company are successfully executed all within visible, predictable and malleable financial conditions. <br><br>- Being deeply creative and scrappy in the manner within which growth is achieved in their channel;Sales growth that is coterminous with a loyal retentive customer set is valued. <br><br>- Given keen importance to highly nuanced stages in any business function/project, which in turn are experimented upon and then sculpted into a process that can be reproduced across the company. <br><br>- Understand the fundamental levers of the business and then continuously improve upon key company indicators that are both internal and external to our standing including NPS, TAT, Unit Economics, Retention and Growth Rate. <br><br>- Be able to construct, train and motivate teams with incredible alacrity. Extra merit given to candidates who have existing networks required in this field in addition to being able to get younger folks who can be trained in mission critical objectives in weeks. <br><br>The role is central to a fast growing e commerce company that will fundamental reshape retail in India. Substantial equity is also available. <br></p><p></p></p>","['Sales', 'eCommerce', 'FMCG Sales', 'FMCD Sales', 'Retail Sales', 'Channel Management', 'Startup', 'IT Product Sales']",vice president chief sales officer tech product retail division ecommerce yrs

vice president,AVP/Vice President - Human Resource Business Partner - Investment Bank  (8-18 yrs),"<p>We have an opportunity for Human Resource Business Partner with one of the Investment Bank in Mumbai.
<br/>
<br/>Job Level: AVP / VP
<br/>
<br/>Roles & Responsibility:
<br/>
